image_stem,width,height,mean_luminance,grayscale_std,gt_count,tp_count,fn_count,fp_count,max_gt_pairwise_iou
hehe_6_00000054,1920,1080,126.54603732638888,75.99736659597431,18,12,6,5,0.3391985640007694
hehe_81_00000050,1920,1080,110.63274932484568,56.841541831741786,8,1,7,6,0.1277011168657254
hehe_87_00000315,1920,1080,111.8574676890432,56.81373847126439,7,6,1,2,0.29938912658966543
shuming_1001_00000447,1920,1080,109.55834201388889,48.788479431729996,16,10,6,8,0.28698280189925895
shuming_1018_00000294,1920,1080,100.15539930555556,49.65398051549024,12,6,6,6,0.14523410729942896
shuming_1028_00000411,1920,1080,101.52093846450617,54.8088076047638,6,5,1,2,0.06355086789371328
shuming_1031_00000312,1920,1080,109.68573447145062,43.750653634950844,2,2,0,1,0.0
shuming_1069_00000322,1920,1080,108.56391782407407,44.85701926176487,11,11,0,1,0.07309973442797663
shuming_1074_00000208,1920,1080,96.41171103395062,59.20993648138344,7,5,2,2,0.0
shuming_1076_00000257,1920,1080,117.3187109375,62.47504965577749,6,4,2,1,4.079513259612297e-06
shuming_1079_00000233,1920,1080,101.05030237268518,64.39834815757011,7,4,3,1,0.0
shuming_1080_00000016,1920,1080,102.36434558256173,66.73825888757572,5,3,2,0,0.0
shuming_1101_00000011,1920,1080,118.45872974537038,52.628938016924025,5,5,0,1,0.09373359085102134
shuming_1114_00000182,1920,1080,119.17553337191357,48.75559837626474,3,3,0,0,0.029329467922289628
shuming_1159_00000050,1920,1080,113.70802565586419,48.633469330680384,5,5,0,1,0.05748824583994332
shuming_1171_00000198,1920,1080,94.97137586805556,69.84951314712065,1,1,0,0,0.0
shuming_1199_00000559,1920,1080,126.99366174768518,42.07137881232231,15,13,2,2,0.05248650118199397
shuming_1242_00000015,1920,1080,131.79127314814815,37.0289131202463,11,11,0,1,0.007964618371168646
shuming_1243_00000132,1920,1080,132.44664592978395,36.41599745108021,11,11,0,2,0.004156241756537972
shuming_1258_00000407,1920,1080,130.52035300925925,39.70348823126657,13,10,3,4,0.01633892414104773
shuming_1268_00000236,1920,1080,127.29075038580247,38.91598692919189,13,13,0,2,0.01587248778096897
shuming_1290_00000136,1920,1080,128.472120466821,37.65320091169877,15,15,0,3,0.09821358296723938
shuming_1297_00000063,1920,1080,133.69803288966048,32.496983949975764,1,1,0,0,0.0
shuming_1299_00000258,1920,1080,134.63380594135802,32.091936843996656,1,1,0,0,0.0
shuming_130_00000408,1920,1080,123.6490837191358,45.00446656855635,10,9,1,0,0.26753465568107376
shuming_1337_00000068,1920,1080,129.5715485146605,33.64188928012641,10,10,0,3,0.008179805143811199
shuming_1338_00000245,1920,1080,129.2810479359568,33.616959844681055,10,9,1,3,0.020876898607294345
shuming_1340_00000022,1920,1080,129.46205825617284,33.67159619449584,9,8,1,3,0.04890792644537141
shuming_145_00000172,1920,1080,130.4344140625,39.035627450377675,6,6,0,0,0.039949953327468785
shuming_155_00000033,1920,1080,133.76183015046297,37.95371343581531,2,2,0,0,0.0
shuming_158_00000074,1920,1080,123.18708526234568,39.273601521844,1,1,0,0,0.0
shuming_173_00000150,1920,1080,125.19857011959877,45.04477143490552,13,13,0,0,0.07099807983124566
shuming_174_00000200,1920,1080,124.6375675154321,45.903231987848535,13,13,0,0,0.040858157865842605
shuming_195_00000379,1920,1080,114.82758101851852,36.9610908442094,1,1,0,4,0.0
shuming_206_00000265,1920,1080,120.53051311728395,38.022760690456806,5,3,2,2,0.47204598684573934
shuming_256_00000366,1920,1080,134.84551311728396,40.126056105661995,1,1,0,0,0.0
shuming_25_00000095,1920,1080,91.99096402391976,43.58326401991578,1,1,0,0,0.0
shuming_283_00000014,1920,1080,117.9144815779321,65.51678611687869,2,1,1,0,0.0
shuming_306_00000136,1920,1080,127.28421971450618,43.0809366656744,3,3,0,0,0.0
shuming_321_00000066,1920,1080,123.27806954089506,48.85597078083373,9,9,0,0,0.38531814284102806
shuming_327_00000224,1920,1080,132.48668933256172,42.624787257195734,1,1,0,0,0.0
shuming_340_00000020,1920,1080,113.74390962577161,64.9740305938686,41,17,24,16,0.203563841673827
shuming_342_00000275,1920,1080,124.09507764274692,66.3967095004215,45,24,21,34,0.16312068988370523
shuming_384_00000171,1920,1080,114.76993682484567,50.58476225029859,5,4,1,0,0.07312154951827764
shuming_396_00000045,1920,1080,104.9102912808642,71.25091353507946,8,6,2,0,0.08365270777781177
shuming_410_00000037,1920,1080,114.05616608796296,52.55674963481017,11,8,3,6,0.3181344954930978
shuming_414_00000005,1920,1080,104.98381992669754,74.91847343683462,3,3,0,1,0.0568008366777056
shuming_420_00000156,1920,1080,111.63710889274691,78.76754949316181,7,6,1,2,0.42356521890457766
shuming_460_00000016,1920,1080,113.79938078703704,76.59112436568353,16,14,2,3,0.04428119735968195
shuming_485_00000027,1920,1080,113.85262490354938,50.02923202979104,5,3,2,0,0.0275425870747783
shuming_497_00000051,1920,1080,113.37437548225309,74.37090014714485,11,9,2,4,0.25906895923016054
shuming_503_00000052,1920,1080,116.67622974537036,66.22562618825076,13,7,6,3,0.015725538202967012
shuming_542_00000221,1920,1080,111.51793258101851,43.94135805933247,3,3,0,0,0.0
shuming_562_00000223,1920,1080,106.71676022376543,68.48828839402206,3,1,2,0,0.0
shuming_571_00000215,1920,1080,104.24203848379629,63.51628246783362,3,3,0,0,0.0
shuming_57_00000001,1920,1080,111.81888117283951,80.74300311403597,5,3,2,0,0.0
shuming_63_00000393,1920,1080,123.16199990354939,41.28410816001134,10,2,8,0,0.07895683965130318
shuming_66_00000159,1920,1080,124.07549238040123,46.78895695290481,12,12,0,1,0.13070947827638194
shuming_683_00000020,1920,1080,116.71825713734567,54.88709508436744,11,7,4,2,0.05881676045218428
shuming_72_00000270,1920,1080,125.82548418209876,53.34965256383084,26,14,12,7,0.5783171722559803
shuming_731_00000492,1920,1080,122.69116608796297,40.94362569250311,7,6,1,3,0.187110576714699
shuming_746_00000017,1920,1080,123.13240547839506,46.58055068587945,16,6,10,2,0.28655350617629605
shuming_747_00000093,1920,1080,127.83735243055555,43.508483503996516,14,3,11,2,0.2834836509701707
shuming_759_00000234,1920,1080,110.00547984182099,64.58590466331563,1,1,0,0,0.0
shuming_774_00000273,1920,1080,117.74046489197531,73.78166050991423,6,5,1,4,0.0
shuming_779_00000254,1920,1080,118.7108772183642,67.25744899090974,9,7,2,5,0.08053352907436366
shuming_814_00000194,1920,1080,119.75433352623457,65.91838976938999,1,1,0,0,0.0
shuming_829_00000328,1920,1080,109.61603587962964,49.27306182991262,1,1,0,0,0.0
shuming_830_00000326,1920,1080,100.01414496527778,45.19665519563244,1,1,0,0,0.0
shuming_831_00000084,1920,1080,96.42707899305556,46.300371290096805,1,0,1,0,0.0
shuming_837_00000121,1920,1080,116.5006177662037,54.957472515619706,4,4,0,1,0.27545466533744684
shuming_839_00000041,1920,1080,120.40787229938272,56.97957206797934,5,5,0,1,0.0
shuming_85_00000273,1920,1080,124.58868682484568,43.254940890727966,5,1,4,0,0.0
shuming_862_00000056,1920,1080,106.27998697916667,65.68087066825318,2,0,2,0,0.0
shuming_891_00000073,1920,1080,103.18781057098765,73.29771079602612,6,6,0,0,0.17934967954440786
shuming_985_00000020,1920,1080,103.02899932484569,36.908475828121816,12,7,5,9,0.20972679855602608
shuming_989_00000171,1920,1080,123.91001880787037,67.76419343126916,10,8,2,20,0.08613930760070028
