image_stem,width,height,mean_luminance,grayscale_std,gt_count,tp_count,fn_count,fp_count,max_gt_pairwise_iou
003996,1920,1080,106.36059413580247,47.8480622692143,23,9,14,3,0.4651534449762511
hehe_114_000002_003_00000244,1920,1080,89.17759114583333,77.43424672482413,13,11,2,3,0.5585521599736749
hehe_118_000002_004_00000097,1920,1080,110.3099821566358,48.86006322988921,1,1,0,1,0.0
hehe_131_000002_007_00000001,1920,1080,122.96227334104938,60.30702606069729,1,0,1,0,0.0
hehe_178_000002_025_00000079,1920,1080,82.37264178240741,77.09795040329568,11,7,4,3,0.7945292770850206
hehe_190_000002_029_00000072,1920,1080,116.79777584876543,41.54542395513366,5,1,4,2,0.08614220635542028
hehe_191_000002_029_00000143,1920,1080,118.3450356867284,53.30455038703909,5,2,3,3,0.0
hehe_196_000002_030_00000113,1920,1080,104.29642554012345,53.74898980131167,4,3,1,0,0.0
hehe_223_000002_041_00000148,1920,1080,116.59176938657407,73.94204431643044,19,8,11,9,0.3312740157507645
hehe_232_000002_043_00000181,1920,1080,108.74187741126543,73.90885617025258,9,6,3,3,0.13601734085771533
hehe_244_000002_047_00000062,1920,1080,100.3260508294753,66.70345444181709,11,7,4,5,0.001980014853437446
hehe_274_000002_060_00000105,1920,1080,117.1980965470679,57.22470805300008,8,4,4,9,0.23101536321134528
hehe_290_000002_071_00000051,1920,1080,92.08250192901235,72.01124523668639,10,3,7,1,0.23401291948855524
hehe_296_000002_074_00000001,1920,1080,102.02299238040123,82.23798744667016,16,8,8,6,0.5202249037207982
hehe_298_000002_074_00000223,1920,1080,91.7477271412037,59.85146468497117,4,1,3,0,0.003567734326233297
hehe_39_00000020,1920,1080,107.8067505787037,82.1754422241726,13,11,2,4,0.5021799261597379
hehe_48_00000001,1920,1080,120.36676215277778,72.73689390100378,2,1,1,4,0.0
hehe_52_00000107,1920,1080,95.51900800540123,63.59662653805896,3,2,1,5,0.0
hehe_61_00000090,1920,1080,111.64534915123457,64.43519173858431,12,2,10,1,0.12524225866703456
hehe_63_00000153,1920,1080,103.06780912422839,56.93964891065367,6,4,2,8,0.19111713902986466
